project;timeStamp
spring-boot;0,489
spring-boot;0,722
spring-boot;0,737
spring-boot;0,728
spring-boot;0,724
spring-boot;0,73
spring-boot;0,638
spring-boot;0,626
spring-boot;0,673
spring-boot;0,63
spring-boot;0,637
spring-boot;0,591
spring-boot;0,6
spring-boot;0,596
spring-boot;0,528
spring-boot;0,503
spring-boot;0,494
spring-boot;0,554
spring-boot;0,552
spring-boot;0,518
spring-boot;0,539
spring-boot;0,588
spring-boot;0,566
spring-boot;0,516
spring-boot;0,506
spring-boot;0,529
spring-boot;0,55
spring-boot;0,536
spring-boot;0,559
spring-boot;0,533
spring-boot;0,527
spring-boot;0,553
spring-boot;0,56
spring-boot;0,553
spring-boot;0,586
spring-boot;0,513
spring-boot;0,481
spring-boot;0,466
spring-boot;0,439
spring-boot;0,457
spring-boot;0,431
spring-boot;0,487
spring-boot;0,481
spring-boot;0,476
spring-boot;0,473
spring-boot;0,495
spring-boot;0,486
spring-boot;0,475
spring-boot;0,464
spring-boot;0,48
spring-boot;0,487
spring-boot;0,462
spring-boot;0,452
spring-boot;0,453
spring-boot;0,446
spring-boot;0,452
spring-boot;0,471
spring-boot;0,47
spring-boot;0,509
spring-boot;0,487
spring-boot;0,477
spring-boot;0,458
spring-boot;0,453
spring-boot;0,454
spring-boot;0,437
spring-boot;0,442
spring-boot;0,474
spring-boot;0,492
spring-boot;0,502
spring-boot;0,47
spring-boot;0,485
spring-boot;0,475
spring-boot;0,467
spring-boot;0,461
spring-boot;0,458
spring-boot;0,484
spring-boot;0,526
spring-boot;0,543
spring-boot;0,54
spring-boot;0,551
spring-boot;0,542
spring-boot;0,513
spring-boot;0,505
spring-boot;0,521
spring-boot;0,501
spring-boot;0,496
spring-boot;2,404
spring-boot;2,24
spring-boot;2,148
spring-boot;2,068
spring-boot;2,082
spring-boot;0,597
spring-boot;0,641
spring-boot;0,673
spring-boot;0,608
spring-boot;0,591
spring-boot;2,353
spring-boot;2,494
spring-boot;2,369
spring-boot;2,454
spring-boot;2,407
spring-boot;0,653
spring-boot;0,678
spring-boot;0,715
spring-boot;0,687
spring-boot;0,643
spring-boot;0,638
spring-boot;0,628
spring-boot;0,671
spring-boot;0,625
spring-boot;0,641
spring-boot;0,689
spring-boot;0,653
spring-boot;0,628
spring-boot;0,641
spring-boot;0,664
spring-boot;0,597
spring-boot;0,627
spring-boot;0,625
spring-boot;0,62
spring-boot;0,63
spring-boot;0,628
spring-boot;0,621
spring-boot;0,606
spring-boot;0,64
spring-boot;0,633
spring-boot;0,69
spring-boot;0,647
spring-boot;0,715
spring-boot;0,666
spring-boot;0,683
spring-boot;0,709
spring-boot;0,651
spring-boot;0,689
spring-boot;0,66
spring-boot;0,687
spring-boot;0,606
spring-boot;0,649
spring-boot;0,591
spring-boot;0,575
spring-boot;0,579
spring-boot;0,585
spring-boot;0,591
spring-boot;0,594
spring-boot;0,572
spring-boot;0,609
spring-boot;0,611
spring-boot;0,66
spring-boot;0,623
spring-boot;0,618
spring-boot;0,628
spring-boot;0,662
spring-boot;0,631
spring-boot;0,661
spring-boot;0,644
spring-boot;0,655
spring-boot;2,984
spring-boot;2,747
spring-boot;2,781
spring-boot;3,063
spring-boot;2,848
spring-boot;0,669
spring-boot;0,729
spring-boot;0,666
spring-boot;0,694
spring-boot;0,665
spring-boot;0,646
spring-boot;0,668
spring-boot;0,678
spring-boot;0,649
spring-boot;0,638
spring-boot;0,619
spring-boot;0,598
spring-boot;0,572
spring-boot;0,673
spring-boot;0,646
spring-boot;0,695
spring-boot;0,667
spring-boot;0,687
spring-boot;0,67
spring-boot;0,651
spring-boot;0,59
spring-boot;0,588
spring-boot;0,568
spring-boot;0,588
spring-boot;0,603
spring-boot;0,64
spring-boot;0,769
spring-boot;0,691
spring-boot;0,665
spring-boot;0,675
spring-boot;0,623
spring-boot;0,583
spring-boot;0,592
spring-boot;0,628
spring-boot;0,603
spring-boot;0,584
spring-boot;0,614
spring-boot;0,625
spring-boot;0,601
spring-boot;0,626
spring-boot;0,648
spring-boot;0,62
spring-boot;0,655
spring-boot;0,631
spring-boot;0,625
spring-boot;0,608
spring-boot;0,606
spring-boot;0,611
spring-boot;0,599
spring-boot;0,627
spring-boot;0,595
spring-boot;0,622
spring-boot;0,603
spring-boot;0,629
spring-boot;0,613
spring-boot;0,605
spring-boot;0,617
spring-boot;0,604
spring-boot;0,616
spring-boot;0,597
spring-boot;0,617
spring-boot;0,634
spring-boot;0,616
spring-boot;0,626
spring-boot;0,623
spring-boot;0,645
spring-boot;0,634
spring-boot;0,701
spring-boot;0,652
spring-boot;0,679
spring-boot;0,586
spring-boot;0,746
spring-boot;0,599
spring-boot;0,586
spring-boot;0,569
spring-boot;0,656
spring-boot;0,671
spring-boot;0,668
spring-boot;0,66
spring-boot;0,674
spring-boot;0,592
spring-boot;0,645
spring-boot;0,607
spring-boot;0,6
spring-boot;0,597
spring-boot;0,626
spring-boot;0,652
spring-boot;0,62
spring-boot;0,631
spring-boot;0,614
spring-boot;0,604
spring-boot;0,598
spring-boot;0,612
spring-boot;0,588
spring-boot;0,594
spring-boot;0,622
spring-boot;0,628
spring-boot;0,603
spring-boot;0,617
spring-boot;0,623
spring-boot;0,603
spring-boot;0,608
spring-boot;0,644
spring-boot;0,616
spring-boot;0,594
spring-boot;0,612
spring-boot;0,639
spring-boot;0,687
spring-boot;0,638
spring-boot;0,659
spring-boot;2,4
spring-boot;2,243
spring-boot;2,473
spring-boot;2,347
spring-boot;2,251
spring-boot;2,292
spring-boot;2,246
spring-boot;2,237
spring-boot;2,247
spring-boot;2,298
spring-boot;0,626
spring-boot;0,643
spring-boot;0,641
spring-boot;0,631
spring-boot;0,626
spring-boot;1,892
spring-boot;1,957
spring-boot;1,735
spring-boot;1,682
spring-boot;1,712
spring-boot;1,812
spring-boot;1,853
spring-boot;1,905
spring-boot;1,852
spring-boot;1,896
spring-boot;1,938
spring-boot;1,971
spring-boot;1,871
spring-boot;2,092
spring-boot;2,053
spring-boot;2,097
spring-boot;2,014
spring-boot;2,077
spring-boot;2,161
spring-boot;2,269
spring-boot;1,827
spring-boot;1,808
spring-boot;1,839
spring-boot;1,885
spring-boot;1,763
spring-boot;1,766
spring-boot;1,784
spring-boot;1,829
spring-boot;1,818
spring-boot;1,805
spring-boot;1,809
spring-boot;1,772
spring-boot;1,762
spring-boot;1,919
spring-boot;1,994
spring-boot;2,347
spring-boot;2,422
spring-boot;2,425
spring-boot;2,351
spring-boot;2,41
spring-boot;2,272
spring-boot;2,159
spring-boot;2,272
spring-boot;2,316
spring-boot;2,302
spring-boot;3,642
spring-boot;3,649
spring-boot;3,612
spring-boot;3,745
spring-boot;3,545
spring-boot;1,933
spring-boot;2,107
spring-boot;1,794
spring-boot;1,707
spring-boot;1,8
spring-boot;1,708
spring-boot;1,748
spring-boot;1,783
spring-boot;1,777
spring-boot;1,777
spring-boot;1,481
spring-boot;1,552
spring-boot;1,499
spring-boot;1,496
spring-boot;1,505
spring-boot;1,769
spring-boot;1,758
spring-boot;1,699
spring-boot;1,722
spring-boot;1,661
spring-boot;1,657
spring-boot;2,076
spring-boot;1,698
spring-boot;1,723
spring-boot;1,823
spring-boot;0,58
spring-boot;0,57
spring-boot;0,558
spring-boot;0,56
spring-boot;0,573
spring-boot;2,537
spring-boot;2,526
spring-boot;2,464
spring-boot;2,494
spring-boot;2,416
